Day,Time,Global Horizon irradiation,direct normal irradiation ,diffuse horizonal irradiation  ,sun azimuth angle,sun elevation angle,air temp,Relative Humidty,Wind Speed,Wind Direction,Atmospheric Pressure,Wet Bulb Temperature,Shagaya - Relay 7BBA01-K01 (Thin Film) - ENERGY EXPORTED (kWh),Shagaya - Relay 7BBA02-K01 (Polycrystalline Silicon) - ENERGY EXPORTED (kWh)
45,07:30:00,147,348,72,-67.9,11.2,13.5,71.6,3.8,109,984.6,11.9,36.0,44.0
45,08:30:00,352,568,130,-58.7,22.8,15.7,66.3,4.3,93,985.1,13.6,880.0,1008.0
45,09:30:00,538,686,162,-47.0,33.2,18.2,60.1,4.3,93,985.5,15.3,2188.0,2436.0
45,10:30:00,680,757,178,-31.9,41.5,20.7,52.4,4.6,88,985.5,16.5,3208.0,3524.0
45,11:30:00,759,793,184,-12.8,46.5,22.7,44.8,5.3,71,985.5,17.4,3864.0,4216.0
45,12:30:00,766,796,185,8.4,47.0,23.7,37.2,5.3,71,985.4,17.3,4184.0,4536.0
45,13:30:00,701,767,180,28.2,42.9,24.3,29.8,4.8,81,985.4,16.4,4216.0,4568.0
45,14:30:00,571,704,166,44.2,35.2,24.0,22.5,3.4,110,985.4,14.5,3896.0,4240.0
45,15:30:00,392,597,137,56.5,25.1,22.9,18.6,3.4,110,985.4,12.4,3320.0,3616.0
45,16:30:00,188,411,85,66.1,13.7,21.6,20.3,3.4,108,985.5,11.7,2424.0,2680.0
45,17:30:00,19,32,14,74.1,2.0,19.2,22.1,3.4,99,985.6,10.5,1212.0,1372.0
45,18:30:00,0,0,0,81.2,-11.4,16.9,24.2,3.4,99,985.7,9.9,128.0,156.0
45,19:30:00,0,0,0,88.3,-24.5,15.9,26.3,3.3,95,985.9,9.5,0.0,0.0
45,20:30:00,0,0,0,96.0,-37.6,15.1,28.6,3.0,82,986.0,9.0,0.0,0.0
45,21:30:00,0,0,0,105.9,-50.4,14.3,31.8,3.0,82,986.1,8.8,0.0,0.0
45,22:30:00,0,0,0,121.5,-62.4,13.7,36.4,2.8,73,986.2,8.8,0.0,0.0
45,23:30:00,0,0,0,141.5,-71.4,13.1,41.0,2.3,46,986.2,8.7,0.0,0.0
46,00:30:00,0,0,0,-126.5,-72.4,12.3,45.6,2.3,46,986.3,8.5,0.0,0.0
46,01:30:00,0,0,0,-126.3,-64.6,11.7,50.0,2.1,121,986.3,8.4,0.0,0.0
46,02:30:00,0,0,0,-108.7,-52.9,10.7,54.2,1.3,345,986.4,7.7,0.0,0.0
46,03:30:00,0,0,0,-98.2,-40.1,9.2,55.0,1.3,345,986.6,6.3,0.0,0.0
46,04:30:00,0,0,0,-90.1,-27.1,8.4,50.3,1.0,341,986.9,5.2,0.0,0.0
46,05:30:00,0,0,0,-83.0,-14.0,8.0,45.5,0.3,327,987.2,4.3,0.0,0.0
46,06:30:00,10,9,9,-75.9,-0.5,8.0,40.5,0.3,327,987.5,3.8,0.0,0.0
46,07:30:00,146,298,79,-68.2,11.4,10.1,35.5,0.4,318,987.8,5.2,56.0,60.0
46,08:30:00,351,529,142,-59.0,23.0,14.3,30.6,0.6,290,988.1,8.6,1036.0,1148.0
46,09:30:00,538,648,180,-47.3,33.5,16.7,27.1,0.6,290,988.1,10.3,2324.0,2576.0
46,10:30:00,640,574,262,-32.1,41.8,17.4,26.1,0.6,296,987.8,10.6,3304.0,3616.0
46,11:30:00,602,350,348,-12.9,46.8,17.7,25.2,0.5,312,987.5,10.6,3936.0,4276.0
46,12:30:00,639,402,345,8.5,47.3,18.2,24.5,0.5,312,987.2,10.6,4216.0,4556.0
46,13:30:00,514,277,329,28.4,43.2,18.7,23.8,0.7,241,986.9,10.7,4288.0,4576.0
46,14:30:00,557,579,223,44.5,35.4,19.3,23.1,1.2,27,986.6,10.7,3968.0,4296.0
46,15:30:00,363,429,180,56.8,25.3,19.6,23.7,1.2,27,986.5,11.0,3396.0,3696.0
46,16:30:00,161,217,102,66.4,13.9,18.4,26.3,1.1,109,986.6,11.1,2464.0,2744.0
46,17:30:00,22,43,19,74.4,2.2,15.2,28.9,1.0,357,986.8,9.2,1268.0,1416.0
46,18:30:00,0,0,0,81.6,-11.2,12.6,31.6,1.0,357,987.0,7.1,152.0,168.0
46,19:30:00,0,0,0,88.6,-24.4,12.0,34.4,1.0,341,987.2,6.9,0.0,0.0
46,20:30:00,0,0,0,96.4,-37.4,11.4,37.3,1.3,290,987.4,6.7,0.0,0.0
46,21:30:00,0,0,0,106.3,-50.2,11.0,41.4,1.3,290,987.5,6.8,0.0,0.0
46,22:30:00,0,0,0,122.1,-62.1,10.6,47.5,1.3,280,987.6,7.1,0.0,0.0
46,23:30:00,0,0,0,141.9,-71.1,10.2,53.6,1.5,248,987.6,7.2,0.0,0.0
47,00:30:00,0,0,0,-126.8,-72.1,10.0,59.6,1.5,248,987.7,7.5,0.0,0.0
47,01:30:00,0,0,0,-126.8,-64.4,10.0,65.5,1.4,223,987.7,8.0,0.0,0.0
47,02:30:00,0,0,0,-109.1,-52.7,9.2,71.1,1.1,146,987.8,7.6,0.0,0.0
47,03:30:00,0,0,0,-98.6,-39.9,7.8,71.8,1.1,146,988.0,6.2,0.0,0.0
47,04:30:00,0,0,0,-90.5,-26.9,7.7,64.7,1.3,152,988.4,5.6,0.0,0.0
47,05:30:00,0,0,0,-83.3,-13.8,7.5,57.3,2.0,167,988.8,4.9,0.0,0.0
47,06:30:00,13,58,9,-76.2,-0.3,7.6,49.7,2.0,167,989.1,4.3,0.0,0.0
47,07:30:00,132,248,76,-68.5,11.6,9.6,42.0,2.3,166,989.5,5.5,44.0,56.0
47,08:30:00,321,423,149,-59.2,23.2,13.1,34.4,3.1,161,989.9,8.0,888.0,1000.0
47,09:30:00,515,613,177,-47.6,33.7,16.0,28.9,3.1,161,989.9,10.0,2176.0,2368.0
47,10:30:00,583,473,270,-32.3,42.1,18.4,26.8,3.4,159,989.6,11.2,3136.0,3448.0
47,11:30:00,741,709,221,-13.0,47.2,20.4,25.0,4.5,153,989.3,11.8,3840.0,4176.0
47,12:30:00,794,889,137,8.6,47.7,21.4,23.2,4.5,153,989.0,12.3,4140.0,4504.0
47,13:30:00,728,869,130,28.6,43.5,21.8,21.6,4.6,150,988.6,12.3,4176.0,4500.0
47,14:30:00,597,817,121,44.7,35.7,21.6,20.2,5.0,144,988.3,11.6,3916.0,4232.0
47,15:30:00,415,722,102,57.1,25.5,21.0,20.1,5.0,144,988.2,11.1,3256.0,3540.0
47,16:30:00,194,375,89,66.7,14.0,20.0,22.4,4.4,143,988.5,10.9,2412.0,2592.0
47,17:30:00,12,14,9,74.7,2.3,17.6,24.7,2.7,141,988.8,10.3,1116.0,1272.0
47,18:30:00,0,0,0,81.9,-11.1,15.3,27.1,2.7,141,989.2,9.0,124.0,144.0
47,19:30:00,0,0,0,88.9,-24.2,14.7,29.5,2.8,144,989.5,8.9,0.0,0.0
47,20:30:00,0,0,0,96.7,-37.3,14.3,31.8,3.0,154,989.9,8.8,0.0,0.0
47,21:30:00,0,0,0,106.8,-50.1,13.8,34.1,3.0,154,990.2,8.6,0.0,0.0
47,22:30:00,0,0,0,122.7,-61.9,13.3,36.3,3.2,149,990.4,8.4,0.0,0.0
47,23:30:00,0,0,0,142.4,-70.8,12.6,38.4,3.6,136,990.6,8.0,0.0,0.0
48,00:30:00,0,0,0,-127.1,-71.8,11.9,40.5,3.6,136,990.8,7.6,0.0,0.0
48,01:30:00,0,0,0,-127.4,-64.1,11.3,42.6,3.5,126,991.0,7.2,0.0,0.0
48,02:30:00,0,0,0,-109.6,-52.5,10.7,44.6,3.5,96,991.2,6.8,0.0,0.0
48,03:30:00,0,0,0,-99.0,-39.8,9.9,45.4,3.5,96,991.5,6.1,0.0,0.0
48,04:30:00,0,0,0,-90.8,-26.8,8.8,44.3,3.1,90,991.8,5.0,0.0,0.0
48,05:30:00,0,0,0,-83.6,-13.7,8.0,43.2,1.9,73,992.1,4.0,0.0,0.0
48,06:30:00,8,11,6,-76.5,-0.1,7.5,42.0,1.9,73,992.4,3.5,0.0,0.0
48,07:30:00,163,431,65,-68.8,11.8,8.8,40.7,1.7,85,992.7,4.5,48.0,64.0
48,08:30:00,373,656,110,-59.5,23.5,11.8,39.4,1.2,118,992.9,7.3,944.0,1040.0
48,09:30:00,564,770,134,-47.8,34.0,14.3,37.6,1.2,118,992.9,9.5,2128.0,2312.0
48,10:30:00,708,833,146,-32.5,42.4,16.2,35.2,1.8,123,992.5,11.1,3196.0,3508.0
48,11:30:00,788,864,151,-13.1,47.5,17.7,32.8,3.9,139,992.0,11.8,3852.0,4192.0
48,12:30:00,795,867,151,8.7,48.0,18.8,30.3,3.9,139,991.5,12.0,4288.0,4556.0
48,13:30:00,730,842,147,28.8,43.8,19.5,28.0,4.3,138,991.0,11.8,4200.0,4536.0
48,14:30:00,598,786,136,45.0,35.9,19.7,25.8,5.2,134,990.5,11.5,3748.0,4128.0
48,15:30:00,415,689,115,57.4,25.8,19.3,25.3,5.2,134,990.4,11.2,2752.0,2952.0
48,16:30:00,206,500,76,67.0,14.2,18.4,27.6,4.8,129,990.6,11.3,1428.0,1588.0
48,17:30:00,21,41,13,75.0,2.5,16.3,30.1,3.5,113,990.9,10.4,592.0,684.0
48,18:30:00,0,0,0,82.2,-10.9,13.9,32.6,3.5,113,991.2,8.5,60.0,80.0
48,19:30:00,0,0,0,89.3,-24.1,12.9,35.2,3.4,112,991.5,7.9,0.0,0.0
48,20:30:00,0,0,0,97.1,-37.1,11.9,37.8,3.2,110,991.8,7.3,0.0,0.0
48,21:30:00,0,0,0,107.3,-49.9,11.1,40.1,3.2,110,992.0,6.8,0.0,0.0
48,22:30:00,0,0,0,123.2,-61.7,10.5,41.9,3.1,117,992.0,6.3,0.0,0.0
48,23:30:00,0,0,0,142.8,-70.4,9.9,43.6,2.8,137,992.0,5.9,0.0,0.0
49,00:30:00,0,0,0,-127.4,-71.4,9.3,45.3,2.8,137,992.0,5.6,0.0,0.0
49,01:30:00,0,0,0,-127.9,-63.9,8.8,46.9,2.8,137,992.0,5.2,0.0,0.0
49,02:30:00,0,0,0,-110.1,-52.3,8.2,48.5,2.8,137,992.0,4.8,0.0,0.0
49,03:30:00,0,0,0,-99.4,-39.6,7.4,48.8,2.8,137,992.0,4.1,0.0,0.0
49,04:30:00,0,0,0,-91.1,-26.6,6.7,47.0,2.7,136,992.0,3.2,0.0,0.0
49,05:30:00,0,0,0,-83.9,-13.5,6.3,45.1,2.3,134,992.1,2.6,0.0,0.0
49,06:30:00,7,6,6,-76.8,0.2,5.9,43.2,2.3,134,992.1,2.0,0.0,0.0
49,07:30:00,148,252,89,-69.0,12.0,7.2,41.2,2.1,119,992.1,3.1,48.0,64.0
49,08:30:00,332,401,169,-59.8,23.7,10.3,39.2,1.4,74,992.0,5.8,864.0,952.0
49,09:30:00,530,567,210,-48.1,34.3,12.7,36.6,1.4,74,991.7,7.9,2072.0,2288.0
49,10:30:00,677,666,226,-32.7,42.8,14.9,33.0,1.6,100,991.0,9.5,2788.0,3024.0
49,11:30:00,743,661,255,-13.1,47.9,16.4,29.5,2.0,179,990.3,10.5,3552.0,3792.0
49,12:30:00,670,447,338,8.8,48.4,17.7,25.9,2.0,179,989.6,10.7,4076.0,4388.0
49,13:30:00,406,92,342,29.1,44.1,19.0,22.4,2.0,199,988.8,10.5,4052.0,4420.0
49,14:30:00,316,65,280,45.3,36.2,19.5,19.1,1.7,259,988.1,9.7,3036.0,3356.0
49,15:30:00,183,91,149,57.7,26.0,19.4,17.2,1.7,259,987.4,9.2,2280.0,2472.0
49,16:30:00,184,272,116,67.3,14.4,18.8,18.0,2.2,271,986.8,9.3,1568.0,1668.0
49,17:30:00,19,24,15,75.3,2.6,16.9,18.8,3.8,306,986.3,8.7,672.0,780.0
49,18:30:00,0,0,0,82.5,-10.8,15.3,19.6,3.8,306,985.7,7.6,68.0,88.0
49,19:30:00,0,0,0,89.6,-23.9,15.4,20.5,4.5,303,985.1,7.9,0.0,0.0
49,20:30:00,0,0,0,97.5,-37.0,15.7,21.4,6.5,294,984.5,8.3,0.0,0.0
49,21:30:00,0,0,0,107.7,-49.7,15.9,21.7,6.5,294,983.6,8.6,0.0,0.0
49,22:30:00,0,0,0,123.8,-61.5,16.2,21.2,7.2,291,982.4,8.8,0.0,0.0
49,23:30:00,0,0,0,143.2,-70.1,16.7,20.7,9.5,283,981.1,9.1,0.0,0.0
50,00:30:00,0,0,0,-127.6,-71.1,17.3,20.1,9.5,283,979.8,9.4,0.0,0.0
50,01:30:00,0,0,0,-128.5,-63.6,17.8,19.5,9.0,280,978.6,9.4,0.0,0.0
50,02:30:00,0,0,0,-110.6,-52.1,17.9,18.9,7.6,270,977.4,9.3,0.0,0.0
50,03:30:00,0,0,0,-99.8,-39.4,17.6,18.6,7.6,270,976.9,9.1,0.0,0.0
50,04:30:00,0,0,0,-91.5,-26.4,17.4,18.6,7.0,260,977.3,9.1,0.0,0.0
50,05:30:00,0,0,0,-84.3,-13.3,17.4,18.6,5.1,227,977.8,9.1,0.0,0.0
50,06:30:00,6,2,6,-77.1,0.4,17.0,18.6,5.1,227,978.3,9.0,0.0,0.0
50,07:30:00,88,41,81,-69.3,12.2,17.7,18.7,5.6,210,978.8,9.2,24.0,40.0
50,08:30:00,203,135,140,-60.1,24.0,19.7,18.7,7.0,156,979.4,9.8,576.0,652.0
50,09:30:00,507,453,249,-48.4,34.6,21.2,18.4,7.0,156,979.7,10.8,1684.0,1840.0
50,10:30:00,591,395,326,-32.9,43.1,22.0,17.7,6.6,149,979.7,11.3,2560.0,2840.0
50,11:30:00,620,320,383,-13.2,48.2,23.1,17.0,5.5,129,979.7,12.1,3300.0,3524.0
50,12:30:00,627,332,380,8.9,48.7,24.4,16.3,5.5,129,979.7,13.1,3044.0,3356.0
50,13:30:00,575,327,348,29.3,44.4,25.4,15.5,5.4,133,979.7,13.8,3036.0,3264.0
50,14:30:00,405,170,304,45.6,36.5,25.4,14.8,5.1,142,979.6,13.4,2648.0,2848.0
50,15:30:00,302,179,222,58.0,26.2,24.6,14.9,5.1,142,979.7,12.7,1556.0,1696.0
50,16:30:00,85,10,81,67.6,14.6,23.2,16.2,4.0,113,979.9,11.9,656.0,760.0
50,17:30:00,14,0,14,75.6,2.7,20.8,17.6,0.6,28,980.0,10.2,260.0,316.0
50,18:30:00,0,0,0,82.8,-10.6,19.1,19.1,0.6,28,980.2,9.7,0.0,12.0
50,19:30:00,0,0,0,90.0,-23.8,19.1,20.6,1.3,102,980.4,10.1,0.0,0.0
50,20:30:00,0,0,0,97.9,-36.8,18.9,22.2,3.6,325,980.6,10.4,0.0,0.0
50,21:30:00,0,0,0,108.2,-49.5,18.4,25.0,3.6,325,980.6,10.8,0.0,0.0
50,22:30:00,0,0,0,124.4,-61.2,18.0,29.7,4.0,320,980.3,11.5,0.0,0.0
50,23:30:00,0,0,0,143.6,-69.8,17.4,34.5,5.4,306,980.0,11.9,0.0,0.0
51,00:30:00,0,0,0,-127.8,-70.8,17.2,39.2,5.4,306,979.7,12.5,0.0,0.0
51,01:30:00,0,0,0,-129.0,-63.3,17.5,44.0,5.6,304,979.5,13.2,0.0,0.0
51,02:30:00,0,0,0,-111.0,-51.9,17.3,48.6,6.3,295,979.2,13.6,0.0,0.0
51,03:30:00,0,0,0,-100.2,-39.2,17.4,51.3,6.3,295,979.0,13.9,0.0,0.0
51,04:30:00,0,0,0,-91.8,-26.2,17.2,50.8,6.4,293,979.1,13.7,0.0,0.0
51,05:30:00,0,0,0,-84.6,-13.1,16.8,50.2,6.7,285,979.2,13.3,0.0,0.0
51,06:30:00,7,5,6,-77.4,0.5,16.2,49.4,6.7,285,979.3,12.6,0.0,0.0
51,07:30:00,150,230,95,-69.6,12.4,16.6,48.5,6.5,275,979.4,13.0,8.0,16.0
51,08:30:00,352,416,180,-60.4,24.2,18.7,47.5,5.6,243,979.5,14.4,612.0,704.0
51,09:30:00,538,536,232,-48.6,34.8,21.3,45.1,5.6,243,979.7,16.2,1940.0,2152.0
51,10:30:00,681,613,261,-33.2,43.4,23.3,40.3,6.1,223,980.1,17.4,3168.0,3480.0
51,11:30:00,741,577,311,-13.3,48.6,24.4,35.4,7.5,161,980.4,17.6,3956.0,4332.0
51,12:30:00,668,407,363,9.0,49.1,24.6,30.6,7.5,161,980.8,16.9,4368.0,4764.0
51,13:30:00,591,340,354,29.5,44.7,24.6,25.8,7.8,154,981.2,15.9,4400.0,4800.0
51,14:30:00,486,322,296,45.9,36.7,24.0,21.0,8.9,135,981.6,14.1,4052.0,4516.0
51,15:30:00,356,316,215,58.3,26.4,22.7,18.6,8.9,135,982.1,12.2,3392.0,3712.0
51,16:30:00,159,153,117,67.9,14.8,21.4,20.0,7.4,135,982.9,11.4,2264.0,2476.0
51,17:30:00,25,17,22,75.9,2.9,19.3,21.5,3.1,137,983.7,10.4,780.0,912.0
51,18:30:00,0,0,0,83.2,-10.5,16.7,23.2,3.1,137,984.5,9.6,64.0,80.0
51,19:30:00,0,0,0,90.3,-23.6,15.5,25.1,2.8,127,985.3,8.9,0.0,0.0
51,20:30:00,0,0,0,98.3,-36.7,14.4,27.2,1.9,100,986.0,8.2,0.0,0.0
51,21:30:00,0,0,0,108.7,-49.4,13.6,31.4,1.9,100,986.6,8.0,0.0,0.0
51,22:30:00,0,0,0,124.9,-61.0,13.0,38.9,2.0,77,986.8,8.5,0.0,0.0
51,23:30:00,0,0,0,144.1,-69.5,12.6,46.5,2.2,7,987.1,8.8,0.0,0.0
52,00:30:00,0,0,0,-128.0,-70.4,12.2,53.9,2.2,7,987.3,9.1,0.0,0.0
52,01:30:00,0,0,0,-129.5,-63.1,11.8,61.2,1.9,15,987.5,9.4,0.0,0.0
52,02:30:00,0,0,0,-111.5,-51.7,10.6,68.2,1.1,42,987.7,8.8,0.0,0.0
52,03:30:00,0,0,0,-100.5,-39.0,8.7,69.4,1.1,42,987.9,7.0,0.0,0.0
52,04:30:00,0,0,0,-92.2,-26.1,8.0,61.4,1.2,112,988.2,5.7,0.0,0.0
52,05:30:00,0,0,0,-84.9,-12.9,7.7,53.1,1.2,322,988.5,4.7,0.0,0.0
52,06:30:00,13,6,12,-77.7,0.7,7.6,44.5,1.2,322,988.7,3.9,0.0,0.0
52,07:30:00,135,146,99,-69.9,12.6,10.1,35.9,1.3,243,989.0,5.2,44.0,64.0
52,08:30:00,319,282,201,-60.7,24.4,14.7,27.4,1.5,5,989.2,8.5,792.0,912.0
52,09:30:00,526,466,257,-48.9,35.1,17.9,21.3,1.5,5,989.3,9.8,2088.0,2336.0
52,10:30:00,680,582,279,-33.4,43.7,19.8,19.1,1.8,10,989.1,9.9,3192.0,3448.0
52,11:30:00,760,624,292,-13.4,48.9,21.2,17.1,2.7,23,988.8,10.4,3860.0,4300.0
52,12:30:00,761,605,303,9.1,49.4,22.3,15.4,2.7,23,988.6,10.8,4272.0,4684.0
52,13:30:00,668,505,312,29.8,45.1,23.0,13.7,2.6,28,988.4,10.8,4292.0,4700.0
52,14:30:00,514,379,286,46.2,37.0,23.2,12.1,2.4,42,988.1,10.4,3996.0,4372.0
52,15:30:00,342,270,221,58.6,26.6,23.0,11.3,2.4,42,988.0,9.8,3316.0,3644.0
52,16:30:00,165,151,122,68.3,15.0,22.0,11.8,2.7,33,988.1,9.1,2372.0,2620.0
52,17:30:00,26,16,24,76.3,3.0,19.3,12.3,3.6,7,988.2,7.6,1064.0,1192.0
52,18:30:00,0,0,0,83.5,-10.3,16.7,12.8,3.6,7,988.3,7.1,140.0,172.0
52,19:30:00,0,0,0,90.7,-23.5,15.7,13.3,3.5,91,988.4,6.4,0.0,0.0
52,20:30:00,0,0,0,98.8,-36.5,14.9,13.8,3.0,343,988.5,5.7,0.0,0.0
52,21:30:00,0,0,0,109.2,-49.2,14.1,14.5,3.0,343,988.5,5.2,0.0,0.0
52,22:30:00,0,0,0,125.5,-60.8,13.5,15.6,2.8,339,988.5,4.9,0.0,0.0
52,23:30:00,0,0,0,144.5,-69.2,12.7,16.6,2.3,326,988.5,4.5,0.0,0.0
53,00:30:00,0,0,0,-128.2,-70.1,12.2,17.7,2.3,326,988.5,4.2,0.0,0.0
53,01:30:00,0,0,0,-130.0,-62.8,11.8,18.7,2.4,319,988.4,4.1,0.0,0.0
53,02:30:00,0,0,0,-112.0,-51.5,11.2,19.8,2.9,299,988.5,3.8,0.0,0.0
53,03:30:00,0,0,0,-100.9,-38.8,10.4,20.3,2.9,299,988.7,3.1,0.0,0.0
53,04:30:00,0,0,0,-92.5,-25.9,9.7,20.1,2.9,284,989.2,2.4,0.0,0.0
53,05:30:00,0,0,0,-85.2,-12.7,9.5,19.8,2.9,236,989.7,2.1,0.0,0.0
53,06:30:00,14,12,13,-78.0,0.9,9.5,19.4,2.9,236,990.2,2.1,0.0,0.0
53,07:30:00,142,167,101,-70.2,12.8,11.1,19.1,3.0,226,990.8,3.6,72.0,88.0
53,08:30:00,336,326,198,-61.0,24.7,14.6,18.6,3.2,197,991.2,6.7,1012.0,1128.0
53,09:30:00,536,486,254,-49.2,35.4,17.8,17.9,3.2,197,991.5,9.0,2244.0,2468.0
53,10:30:00,681,573,284,-33.6,44.0,20.5,16.5,3.4,184,991.2,9.6,2952.0,3280.0
53,11:30:00,761,614,298,-13.5,49.3,22.8,15.2,4.1,142,991.0,11.2,3676.0,4028.0
53,12:30:00,768,617,299,9.2,49.8,24.1,13.8,4.1,142,990.7,11.9,4168.0,4468.0
53,13:30:00,699,577,289,30.0,45.4,24.8,12.5,4.4,137,990.5,11.9,4068.0,4472.0
53,14:30:00,561,492,263,46.5,37.3,24.7,11.3,5.2,123,990.2,11.3,3520.0,3836.0
53,15:30:00,386,392,209,58.9,26.9,23.8,11.2,5.2,123,990.2,10.5,2940.0,3172.0
53,16:30:00,186,242,118,68.6,15.2,22.4,13.1,4.8,121,990.6,10.1,2216.0,2480.0
53,17:30:00,28,32,24,76.6,3.1,19.7,15.0,3.9,114,991.0,8.8,1148.0,1272.0
53,18:30:00,0,0,0,83.8,-10.2,17.0,17.0,3.9,114,991.4,8.5,124.0,160.0
53,19:30:00,0,0,0,91.1,-23.3,15.9,19.1,3.6,111,991.8,8.1,0.0,0.0
53,20:30:00,0,0,0,99.2,-36.3,14.8,21.1,2.7,100,992.2,7.4,0.0,0.0
53,21:30:00,0,0,0,109.7,-49.0,13.6,23.0,2.7,100,992.4,6.7,0.0,0.0
53,22:30:00,0,0,0,126.1,-60.6,12.9,24.5,2.6,98,992.4,6.3,0.0,0.0
53,23:30:00,0,0,0,144.9,-68.9,12.2,26.1,2.2,90,992.4,5.9,0.0,0.0
54,00:30:00,0,0,0,-128.4,-69.7,11.8,27.6,2.2,90,992.3,5.8,0.0,0.0
54,01:30:00,0,0,0,-130.5,-62.5,11.4,29.1,2.6,89,992.3,5.6,0.0,0.0
54,02:30:00,0,0,0,-112.4,-51.3,11.1,30.5,3.8,85,992.3,5.6,0.0,0.0
54,03:30:00,0,0,0,-101.3,-38.6,10.5,31.2,3.8,85,992.3,5.0,0.0,0.0
54,04:30:00,0,0,0,-92.9,-25.7,9.4,30.6,3.5,77,992.5,3.9,0.0,0.0
54,05:30:00,0,0,0,-85.5,-12.6,8.8,30.0,2.6,55,992.7,3.2,0.0,0.0
54,06:30:00,8,6,6,-78.3,1.0,8.6,29.3,2.6,55,992.9,3.0,0.0,0.0
54,07:30:00,159,255,95,-70.5,13.0,10.3,28.6,2.7,49,993.0,4.5,88.0,108.0
54,08:30:00,367,456,173,-61.3,24.9,13.9,27.8,3.0,30,993.2,7.8,1068.0,1180.0
54,09:30:00,560,589,216,-49.5,35.7,17.0,26.6,3.0,30,993.0,10.4,2332.0,2552.0
54,10:30:00,709,684,231,-33.8,44.4,19.6,24.8,3.2,34,992.5,11.3,3296.0,3568.0
54,11:30:00,789,723,239,-13.5,49.6,21.4,23.0,3.5,45,991.9,12.3,3940.0,4272.0
54,12:30:00,796,726,240,9.3,50.1,22.4,21.2,3.5,45,991.3,12.7,4152.0,4552.0
54,13:30:00,729,694,233,30.3,45.7,22.9,19.4,3.8,47,990.6,12.7,4232.0,4492.0
54,14:30:00,595,625,215,46.8,37.5,23.2,17.7,4.6,50,990.1,12.5,3920.0,4248.0
54,15:30:00,413,515,177,59.3,27.1,23.0,17.1,4.6,50,989.6,12.0,3340.0,3648.0
54,16:30:00,206,340,111,68.9,15.3,21.8,18.3,4.4,42,989.5,11.3,2416.0,2660.0
54,17:30:00,21,26,16,76.9,3.3,19.5,19.6,3.9,19,989.4,10.0,1216.0,1376.0
54,18:30:00,0,0,0,84.2,-10.0,17.2,20.9,3.9,19,989.4,9.5,140.0,184.0
54,19:30:00,0,0,0,91.4,-23.2,16.6,22.2,3.8,101,989.3,9.3,0.0,0.0
54,20:30:00,0,0,0,99.6,-36.2,16.4,23.6,3.2,347,989.2,9.4,0.0,0.0
54,21:30:00,0,0,0,110.2,-48.8,16.8,25.0,3.2,347,989.1,10.1,0.0,0.0
54,22:30:00,0,0,0,126.6,-60.3,16.6,26.4,2.8,345,989.0,10.1,0.0,0.0
54,23:30:00,0,0,0,145.3,-68.5,15.7,27.8,1.8,337,988.8,9.5,0.0,0.0
55,00:30:00,0,0,0,-128.6,-69.4,14.6,29.2,1.8,337,988.6,8.7,0.0,0.0
55,01:30:00,0,0,0,-131.0,-62.2,13.6,30.5,1.7,342,988.5,7.9,0.0,0.0
55,02:30:00,0,0,0,-112.9,-51.0,12.3,31.7,1.5,359,988.3,6.9,0.0,0.0
55,03:30:00,0,0,0,-101.7,-38.4,11.3,31.8,1.5,359,988.2,5.9,0.0,0.0
55,04:30:00,0,0,0,-93.2,-25.5,10.5,30.1,1.5,352,988.2,4.9,0.0,0.0
55,05:30:00,0,0,0,-85.9,-12.4,10.4,28.2,1.7,330,988.3,4.6,0.0,0.0
55,06:30:00,8,5,6,-78.6,1.2,11.6,26.4,1.7,330,988.3,5.4,0.0,0.0
55,07:30:00,146,181,102,-70.8,13.3,14.2,24.6,2.5,334,988.2,7.5,64.0,80.0
55,08:30:00,174,105,136,-61.6,25.2,16.7,22.8,5.0,344,988.2,9.5,720.0,828.0
55,09:30:00,313,156,216,-49.8,36.0,18.6,22.0,5.0,344,987.9,10.2,1784.0,1964.0
55,10:30:00,622,383,353,-34.0,44.7,19.7,22.8,5.1,339,987.3,10.8,2920.0,3144.0
55,11:30:00,428,160,310,-13.6,50.0,20.2,23.6,5.6,321,986.6,11.3,3612.0,3920.0
55,12:30:00,341,172,211,9.4,50.5,21.0,24.6,5.6,321,986.0,12.2,3948.0,4264.0
55,13:30:00,550,242,376,30.6,46.0,22.2,25.5,6.0,318,985.3,13.6,4020.0,4388.0
55,14:30:00,385,138,306,47.2,37.8,22.7,26.5,7.0,308,984.7,14.3,3656.0,3952.0
55,15:30:00,337,253,222,59.6,27.3,22.3,28.4,7.0,308,984.3,14.3,2916.0,3164.0
55,16:30:00,160,137,120,69.2,15.5,21.5,31.7,6.4,309,984.3,14.2,2040.0,2216.0
55,17:30:00,27,16,25,77.3,3.4,19.8,35.0,4.5,314,984.3,13.3,880.0,996.0
55,18:30:00,0,0,0,84.5,-9.9,17.6,38.4,4.5,314,984.4,12.6,84.0,116.0
55,19:30:00,0,0,0,91.8,-23.1,16.8,41.8,4.8,312,984.4,12.5,0.0,0.0
55,20:30:00,0,0,0,100.0,-36.0,16.2,45.4,5.7,307,984.4,12.3,0.0,0.0
55,21:30:00,0,0,0,110.7,-48.6,15.8,49.9,5.7,307,984.4,12.3,0.0,0.0
55,22:30:00,0,0,0,127.2,-60.1,15.5,55.7,5.6,305,984.2,12.6,0.0,0.0
