Day,Time,Global Horizon irradiation,direct normal irradiation ,diffuse horizonal irradiation  ,sun azimuth angle,sun elevation angle,air temp,Relative Humidty,Wind Speed,Wind Direction,Atmospheric Pressure,Wet Bulb Temperature,Shagaya - Relay 7BBA01-K01 (Thin Film) - ENERGY EXPORTED (kWh),Shagaya - Relay 7BBA02-K01 (Polycrystalline Silicon) - ENERGY EXPORTED (kWh)
1,00:30:00,0,0,0,-97.1,-79.5,9.1,86.4,3.3,141,992.2,8.4,0.0,0.0
1,01:30:00,0,0,0,-101.1,-67.8,8.8,87.0,3.0,137,992.1,8.2,0.0,0.0
1,02:30:00,0,0,0,-90.9,-54.8,8.7,87.6,2.4,124,992.0,8.0,0.0,0.0
1,03:30:00,0,0,0,-84.3,-41.8,7.9,20.9,2.6,135,995.5,0.9,0.0,0.0
1,04:30:00,0,0,0,-78.3,-28.9,7.4,20.2,2.7,144,995.6,0.3,0.0,0.0
1,05:30:00,0,0,0,-72.3,-16.2,7.5,19.6,2.9,170,995.8,0.2,0.0,0.0
1,06:30:00,1,3,1,-65.7,-3.7,7.5,18.9,2.9,170,995.9,0.1,0.0,0.0
1,07:30:00,101,337,39,-58.2,7.7,8.2,18.2,2.9,175,996.1,0.6,0.0,0.0
1,08:30:00,279,708,58,-49.0,18.1,10.8,17.6,2.8,193,996.2,2.9,288.0,324.0
1,09:30:00,435,779,80,-37.6,27.1,13.7,16.8,2.8,193,996.0,5.5,1328.0,1588.0
1,10:30:00,558,848,87,-23.6,33.8,16.0,15.9,3.0,187,995.5,7.4,1860.0,2024.0
1,11:30:00,614,845,103,-7.2,37.2,18.2,15.0,3.5,168,995.0,8.3,1684.0,1880.0
1,12:30:00,588,763,130,10.0,36.9,19.8,14.1,3.5,168,994.4,8.3,2544.0,2624.0
1,13:30:00,537,799,105,26.0,32.9,20.6,13.3,3.1,171,993.9,8.5,3488.0,3868.0
1,14:30:00,424,791,79,39.6,25.8,21.0,12.5,2.1,180,993.4,8.5,1420.0,1548.0
1,15:30:00,251,681,54,50.6,16.5,20.0,12.7,2.1,180,993.1,8.0,1052.0,1204.0
1,16:30:00,71,259,29,59.5,6.0,16.1,14.6,1.8,154,993.2,6.9,320.0,384.0
1,17:30:00,1,0,1,66.9,-5.4,12.8,16.6,1.2,76,993.3,4.6,72.0,96.0
1,18:30:00,0,0,0,73.3,-18.2,11.9,18.6,1.2,76,993.4,4.2,0.0,0.0
1,19:30:00,0,0,0,79.2,-30.9,10.8,20.6,1.4,133,993.6,3.6,0.0,0.0
1,20:30:00,0,0,0,85.3,-43.9,10.5,22.6,2.1,305,993.7,3.7,0.0,0.0
1,21:30:00,0,0,0,92.4,-57.0,10.7,24.3,2.1,305,993.7,4.2,0.0,0.0
1,22:30:00,0,0,0,104.1,-69.9,10.7,25.6,2.2,294,993.5,4.4,0.0,0.0
1,23:30:00,0,0,0,133.0,-80.8,10.5,26.8,2.7,261,993.2,4.4,0.0,0.0
2,00:30:00,0,0,0,-98.1,-79.5,10.2,27.9,2.7,261,992.9,4.3,0.0,0.0
2,01:30:00,0,0,0,-101.6,-67.8,9.9,29.1,2.2,256,992.7,4.1,0.0,0.0
2,02:30:00,0,0,0,-91.2,-54.9,8.4,30.2,0.7,241,992.4,2.9,0.0,0.0
2,03:30:00,0,0,0,-84.4,-41.9,6.4,30.4,0.7,241,992.3,1.0,0.0,0.0
2,04:30:00,0,0,0,-78.4,-28.9,6.3,29.2,1.0,242,992.2,0.7,0.0,0.0
2,05:30:00,0,0,0,-72.4,-16.3,6.3,28.0,1.9,245,992.1,0.6,0.0,0.0
2,06:30:00,1,3,1,-65.9,-3.7,6.4,26.7,1.9,245,992.0,0.5,0.0,0.0
2,07:30:00,93,254,48,-58.3,7.7,7.5,25.4,2.3,250,991.9,1.3,0.0,0.0
2,08:30:00,265,563,87,-49.1,18.1,11.1,24.0,3.4,264,991.8,4.5,0.0,0.0
2,09:30:00,419,648,124,-37.8,27.1,14.7,22.4,3.4,264,991.3,7.6,0.0,0.0
2,10:30:00,538,707,145,-23.8,33.8,17.0,20.4,3.6,269,990.4,9.2,260.0,320.0
2,11:30:00,561,578,213,-7.4,37.3,19.3,18.4,4.0,281,989.5,9.5,1396.0,1644.0
2,12:30:00,587,686,175,9.9,37.0,20.9,16.4,4.0,281,988.5,9.9,2992.0,3156.0
2,13:30:00,531,734,131,26.0,33.0,21.9,14.4,4.6,285,987.6,10.1,2176.0,2512.0
2,14:30:00,371,448,169,39.6,25.9,22.3,12.5,6.5,298,986.7,9.7,1664.0,1812.0
2,15:30:00,196,243,119,50.6,16.7,21.6,11.5,6.5,298,986.0,8.6,1468.0,1564.0
2,16:30:00,49,57,41,59.5,6.1,19.2,12.1,6.1,296,985.8,7.4,572.0,624.0
2,17:30:00,1,0,1,66.9,-5.2,16.7,12.8,4.9,291,985.6,7.0,28.0,48.0
2,18:30:00,0,0,0,73.3,-18.1,15.8,13.5,4.9,291,985.4,6.5,0.0,0.0
2,19:30:00,0,0,0,79.3,-30.8,15.4,14.1,5.0,290,985.3,6.3,0.0,0.0
2,20:30:00,0,0,0,85.4,-43.8,15.1,14.8,5.1,289,985.1,6.2,0.0,0.0
2,21:30:00,0,0,0,92.5,-56.8,15.0,15.2,5.1,289,984.8,6.2,0.0,0.0
2,22:30:00,0,0,0,104.2,-69.8,14.8,15.3,5.2,288,984.3,6.1,0.0,0.0
2,23:30:00,0,0,0,132.7,-80.7,14.7,15.4,5.5,285,983.7,6.0,0.0,0.0
3,00:30:00,0,0,0,-98.8,-79.5,14.5,15.5,5.5,285,983.2,5.8,0.0,0.0
3,01:30:00,0,0,0,-101.9,-67.9,14.2,15.5,5.6,278,982.7,5.6,0.0,0.0
3,02:30:00,0,0,0,-91.4,-55.0,14.0,15.7,6.1,255,982.3,5.5,0.0,0.0
3,03:30:00,0,0,0,-84.6,-41.9,14.1,16.6,6.1,255,982.2,5.7,0.0,0.0
3,04:30:00,0,0,0,-78.6,-29.0,14.0,18.8,5.9,242,982.6,6.2,0.0,0.0
3,05:30:00,0,0,0,-72.6,-16.3,13.7,21.1,5.2,202,983.1,6.4,0.0,0.0
3,06:30:00,1,3,1,-66.0,-3.8,13.3,23.3,5.2,202,983.7,6.5,0.0,0.0
3,07:30:00,69,90,57,-58.4,7.7,13.5,25.6,5.6,185,984.2,7.1,0.0,4.0
3,08:30:00,246,339,134,-49.3,18.1,15.3,27.8,7.1,135,984.8,9.2,532.0,568.0
3,09:30:00,427,561,171,-37.9,27.1,17.4,29.4,7.1,135,985.1,11.1,1872.0,2204.0
3,10:30:00,499,443,258,-23.9,33.8,18.8,29.8,7.0,138,985.2,11.9,1424.0,1708.0
3,11:30:00,211,52,181,-7.5,37.4,20.0,30.3,7.0,148,985.3,12.6,2396.0,2496.0
3,12:30:00,60,0,61,9.8,37.1,20.8,30.7,7.0,148,985.4,13.3,2596.0,2892.0
3,13:30:00,245,126,180,25.9,33.1,21.3,31.2,7.7,148,985.4,13.9,3500.0,3856.0
3,14:30:00,352,323,214,39.6,26.1,20.9,31.6,9.6,151,985.5,13.6,3404.0,3744.0
3,15:30:00,223,317,130,50.6,16.8,20.0,33.1,9.6,151,985.9,13.1,2736.0,3028.0
3,16:30:00,73,126,54,59.5,6.2,18.5,36.3,8.2,150,986.6,12.8,1744.0,1964.0
3,17:30:00,3,3,3,66.9,-5.0,16.3,39.4,3.9,149,987.4,11.7,424.0,460.0
3,18:30:00,0,0,0,73.4,-18.0,15.0,42.7,3.9,149,988.2,10.8,0.0,0.0
3,19:30:00,0,0,0,79.4,-30.7,14.0,45.9,3.7,156,989.0,10.2,0.0,0.0
3,20:30:00,0,0,0,85.4,-43.6,13.2,49.2,3.4,178,989.8,9.7,0.0,0.0
3,21:30:00,0,0,0,92.6,-56.7,12.4,52.0,3.4,178,990.4,9.2,0.0,0.0
3,22:30:00,0,0,0,104.3,-69.6,11.7,54.1,3.0,178,990.9,8.7,0.0,0.0
3,23:30:00,0,0,0,132.4,-80.6,11.0,56.2,1.9,181,991.4,8.2,0.0,0.0
4,00:30:00,0,0,0,-99.6,-79.5,10.3,58.2,1.9,181,991.8,7.7,0.0,0.0
4,01:30:00,0,0,0,-102.2,-68.0,9.7,60.2,2.1,169,992.2,7.3,0.0,0.0
4,02:30:00,0,0,0,-91.6,-55.0,9.3,62.2,2.6,135,992.7,7.0,0.0,0.0
4,03:30:00,0,0,0,-84.8,-42.0,8.5,62.7,2.6,135,993.1,6.2,0.0,0.0
4,04:30:00,0,0,0,-78.7,-29.1,7.2,61.1,2.2,127,993.6,4.8,0.0,0.0
4,05:30:00,0,0,0,-72.7,-16.4,6.6,59.4,1.1,104,994.1,4.1,0.0,0.0
4,06:30:00,1,3,1,-66.1,-3.8,6.1,57.6,1.1,104,994.5,3.5,0.0,0.0
4,07:30:00,92,228,53,-58.6,7.6,6.9,55.7,1.0,141,995.0,4.2,0.0,8.0
4,08:30:00,267,504,108,-49.4,18.1,10.4,53.8,0.8,252,995.4,7.5,532.0,572.0
4,09:30:00,432,636,141,-38.1,27.1,13.8,51.1,0.8,252,995.4,10.5,1792.0,2028.0
4,10:30:00,552,703,160,-24.1,33.9,15.8,47.3,0.8,195,995.0,12.1,2976.0,3312.0
4,11:30:00,611,726,170,-7.7,37.5,17.6,43.5,0.8,22,994.6,13.2,3852.0,4216.0
4,12:30:00,601,705,175,9.7,37.3,18.5,39.8,0.8,22,994.2,13.3,4144.0,4572.0
4,13:30:00,532,670,165,25.9,33.3,18.9,36.1,1.0,30,993.7,13.0,4124.0,4544.0
4,14:30:00,408,602,142,39.5,26.2,19.0,32.5,1.5,54,993.3,12.4,3728.0,4124.0
4,15:30:00,248,495,101,50.6,16.9,18.7,31.2,1.5,54,993.2,12.1,3008.0,3372.0
4,16:30:00,80,206,47,59.5,6.4,16.9,33.7,2.0,46,993.4,11.4,1972.0,2180.0
4,17:30:00,3,3,3,67.0,-4.9,14.5,36.3,3.7,21,993.7,9.6,556.0,588.0
4,18:30:00,0,0,0,73.4,-17.9,13.5,39.0,3.7,21,993.9,8.9,0.0,0.0
4,19:30:00,0,0,0,79.4,-30.6,12.6,41.7,3.6,103,994.2,8.4,0.0,0.0
4,20:30:00,0,0,0,85.5,-43.5,12.1,44.3,3.2,351,994.5,8.2,0.0,0.0
4,21:30:00,0,0,0,92.8,-56.6,12.3,46.0,3.2,351,994.6,8.6,0.0,0.0
4,22:30:00,0,0,0,104.5,-69.5,12.7,46.1,2.9,348,994.4,8.9,0.0,0.0
4,23:30:00,0,0,0,132.2,-80.5,12.8,46.2,2.0,339,994.3,9.0,0.0,0.0
5,00:30:00,0,0,0,-100.4,-79.5,12.7,46.2,2.0,339,994.1,8.9,0.0,0.0
5,01:30:00,0,0,0,-102.6,-68.0,12.7,46.2,2.0,337,993.9,8.9,0.0,0.0
5,02:30:00,0,0,0,-91.9,-55.1,12.0,46.2,2.0,333,993.7,8.3,0.0,0.0
5,03:30:00,0,0,0,-85.0,-42.0,10.6,46.5,2.0,333,993.6,7.0,0.0,0.0
5,04:30:00,0,0,0,-78.9,-29.1,10.0,47.0,2.2,334,993.6,6.4,0.0,0.0
5,05:30:00,0,0,0,-72.8,-16.4,10.3,47.6,3.0,337,993.6,6.7,0.0,0.0
5,06:30:00,1,3,1,-66.3,-3.8,11.1,48.2,3.0,337,993.6,7.6,0.0,0.0
5,07:30:00,93,233,53,-58.7,7.6,11.7,48.7,3.2,334,993.6,8.2,4.0,8.0
5,08:30:00,246,385,129,-49.6,18.1,12.1,49.1,3.9,325,993.6,8.7,704.0,736.0
5,09:30:00,424,506,191,-38.2,27.2,12.9,48.0,3.9,325,993.2,9.3,2048.0,2304.0
5,10:30:00,376,235,251,-24.2,34.0,14.1,44.8,4.3,326,992.3,10.2,3096.0,3392.0
5,11:30:00,370,257,213,-7.8,37.6,15.4,41.4,5.7,332,991.3,11.0,3748.0,4128.0
5,12:30:00,598,593,239,9.6,37.4,16.9,38.1,5.7,332,990.3,12.1,4004.0,4444.0
5,13:30:00,248,123,178,25.8,33.4,18.4,34.9,6.4,326,989.3,12.5,4072.0,4432.0
5,14:30:00,270,210,185,39.5,26.3,18.9,31.8,8.4,311,988.3,12.3,3624.0,4000.0
5,15:30:00,198,234,130,50.6,17.1,18.8,31.5,8.4,311,987.6,12.2,2968.0,3288.0
5,16:30:00,74,153,51,59.6,6.5,17.6,35.9,7.6,315,987.1,12.2,1920.0,2148.0
5,17:30:00,3,3,3,67.0,-4.7,15.5,40.4,5.2,326,986.7,11.1,552.0,588.0
5,18:30:00,0,0,0,73.5,-17.7,14.8,45.0,5.2,326,986.3,10.8,0.0,0.0
5,19:30:00,0,0,0,79.5,-30.4,14.4,49.6,5.1,325,985.9,10.9,0.0,0.0
5,20:30:00,0,0,0,85.6,-43.4,14.0,54.1,4.8,321,985.5,11.0,0.0,0.0
5,21:30:00,0,0,0,92.9,-56.4,13.7,56.5,4.8,321,985.3,10.8,0.0,0.0
5,22:30:00,0,0,0,104.7,-69.4,13.2,55.5,4.7,311,985.1,10.3,0.0,0.0
5,23:30:00,0,0,0,132.0,-80.3,12.9,54.3,4.3,280,985.0,9.9,0.0,0.0
6,00:30:00,0,0,0,-101.2,-79.5,12.7,53.0,4.3,280,984.9,9.6,0.0,0.0
6,01:30:00,0,0,0,-103.0,-68.1,12.5,51.7,4.7,264,984.8,9.3,0.0,0.0
6,02:30:00,0,0,0,-92.1,-55.1,12.2,50.3,5.7,218,984.7,8.9,0.0,0.0
6,03:30:00,0,0,0,-85.2,-42.1,11.8,48.8,5.7,218,984.9,8.3,0.0,0.0
6,04:30:00,0,0,0,-79.1,-29.2,11.4,47.1,5.8,208,985.4,7.8,0.0,0.0
6,05:30:00,0,0,0,-73.0,-16.5,11.3,45.4,6.1,179,985.9,7.5,0.0,0.0
6,06:30:00,1,0,1,-66.4,-3.9,11.7,43.7,6.1,179,986.5,7.8,0.0,0.0
6,07:30:00,72,94,52,-58.9,7.6,12.7,42.1,6.0,177,987.0,8.5,0.0,8.0
6,08:30:00,270,510,107,-49.7,18.1,13.4,40.4,5.5,169,987.5,9.0,604.0,644.0
6,09:30:00,442,674,133,-38.4,27.2,14.3,38.8,5.5,169,987.8,9.7,1948.0,2196.0
6,10:30:00,563,739,150,-24.4,34.0,15.7,37.2,5.7,170,987.8,10.8,3040.0,3372.0
6,11:30:00,624,761,159,-7.9,37.7,17.5,35.7,6.4,173,987.7,12.2,3708.0,4136.0
6,12:30:00,618,753,160,9.5,37.5,18.8,34.2,6.4,173,987.7,12.6,4072.0,4504.0
6,13:30:00,540,685,161,25.7,33.5,19.2,32.7,7.0,172,987.6,12.6,4092.0,4516.0
6,14:30:00,396,537,156,39.5,26.5,19.0,31.4,9.0,170,987.6,12.3,3720.0,4104.0
6,15:30:00,227,368,115,50.6,17.2,18.3,31.6,9.0,170,987.8,11.9,3040.0,3368.0
6,16:30:00,68,140,45,59.6,6.7,16.7,34.5,7.8,170,988.5,11.4,2032.0,2256.0
6,17:30:00,1,2,1,67.1,-4.5,14.7,37.5,4.4,169,989.2,9.9,616.0,640.0
6,18:30:00,0,0,0,73.5,-17.6,13.5,40.5,4.4,169,989.9,9.1,4.0,4.0
6,19:30:00,0,0,0,79.6,-30.3,12.8,43.6,4.1,166,990.7,8.8,0.0,0.0
6,20:30:00,0,0,0,85.7,-43.3,12.0,46.7,3.2,155,991.4,8.3,0.0,0.0
6,21:30:00,0,0,0,93.0,-56.3,11.1,49.5,3.2,155,991.9,7.7,0.0,0.0
6,22:30:00,0,0,0,104.9,-69.2,10.3,51.8,3.0,157,992.3,7.1,0.0,0.0
6,23:30:00,0,0,0,131.8,-80.2,9.6,54.1,2.7,165,992.6,6.7,0.0,0.0
7,00:30:00,0,0,0,-102.0,-79.4,9.1,56.4,2.7,165,992.9,6.3,0.0,0.0
7,01:30:00,0,0,0,-103.4,-68.1,8.7,58.5,3.1,165,993.2,6.1,0.0,0.0
7,02:30:00,0,0,0,-92.4,-55.2,8.1,60.6,4.2,167,993.6,5.7,0.0,0.0
7,03:30:00,0,0,0,-85.4,-42.1,7.1,60.8,4.2,167,994.0,4.8,0.0,0.0
7,04:30:00,0,0,0,-79.2,-29.2,6.3,58.0,4.1,169,994.5,3.8,0.0,0.0
7,05:30:00,0,0,0,-73.2,-16.5,5.8,55.0,3.8,176,995.0,3.1,0.0,0.0
7,06:30:00,1,3,1,-66.6,-3.9,5.4,52.0,3.8,176,995.5,2.4,0.0,0.0
7,07:30:00,84,166,57,-59.0,7.6,5.5,48.9,3.9,176,996.0,2.2,0.0,4.0
7,08:30:00,261,462,113,-49.9,18.1,7.3,45.7,4.4,176,996.5,3.7,668.0,688.0
7,09:30:00,425,603,148,-38.6,27.3,9.6,42.0,4.4,176,996.7,5.5,2012.0,2280.0
7,10:30:00,560,709,162,-24.6,34.1,11.4,37.6,4.3,172,996.4,6.8,3032.0,3352.0
7,11:30:00,627,757,164,-8.1,37.8,13.0,33.3,4.1,160,996.1,7.8,3692.0,4052.0
7,12:30:00,615,731,169,9.4,37.6,14.1,28.9,4.1,160,995.8,8.2,4016.0,4364.0
7,13:30:00,536,662,169,25.7,33.7,14.7,24.7,4.4,157,995.5,8.0,4008.0,4388.0
7,14:30:00,411,588,147,39.5,26.7,14.7,20.6,5.1,148,995.2,7.2,3652.0,4044.0
7,15:30:00,249,467,107,50.7,17.4,14.2,18.9,5.1,148,995.1,6.4,3012.0,3316.0
7,16:30:00,77,209,44,59.6,6.8,12.4,21.2,4.4,149,995.4,5.2,2000.0,2200.0
7,17:30:00,2,6,1,67.1,-4.4,9.5,23.7,2.4,152,995.6,3.0,624.0,664.0
7,18:30:00,0,0,0,73.6,-17.4,8.3,26.3,2.4,152,995.9,2.2,0.0,4.0
7,19:30:00,0,0,0,79.7,-30.2,7.5,28.9,2.2,148,996.1,1.9,0.0,0.0
7,20:30:00,0,0,0,85.8,-43.1,6.7,31.5,1.6,136,996.4,1.5,0.0,0.0
7,21:30:00,0,0,0,93.2,-56.2,6.0,33.6,1.6,136,996.6,1.1,0.0,0.0
7,22:30:00,0,0,0,105.1,-69.1,5.5,34.6,1.7,145,996.6,0.7,0.0,0.0
7,23:30:00,0,0,0,131.7,-80.0,5.1,35.6,1.9,172,996.7,0.5,0.0,0.0
8,00:30:00,0,0,0,-102.8,-79.4,4.9,36.5,1.9,172,996.7,0.4,0.0,0.0
8,01:30:00,0,0,0,-103.9,-68.1,4.6,37.4,2.1,169,996.7,0.2,0.0,0.0
8,02:30:00,0,0,0,-92.7,-55.2,4.2,38.2,2.5,161,996.8,-0.1,0.0,0.0
8,03:30:00,0,0,0,-85.6,-42.2,3.4,38.1,2.5,161,996.9,-0.9,0.0,0.0
8,04:30:00,0,0,0,-79.4,-29.2,2.8,36.6,2.5,160,997.2,-1.7,0.0,0.0
8,05:30:00,0,0,0,-73.3,-16.5,2.5,34.9,2.3,159,997.5,-2.2,0.0,0.0
8,06:30:00,1,3,1,-66.8,-3.9,1.9,33.3,2.3,159,997.8,-2.9,0.0,0.0
8,07:30:00,88,187,57,-59.2,7.6,2.7,31.6,2.1,153,998.1,-2.4,4.0,4.0
8,08:30:00,248,351,138,-50.1,18.2,6.1,29.9,1.6,136,998.4,0.6,668.0,688.0
8,09:30:00,405,471,188,-38.8,27.3,9.2,28.2,1.6,136,998.4,3.4,1980.0,2220.0
8,10:30:00,536,592,204,-24.7,34.2,11.1,26.5,1.6,133,997.9,4.9,2956.0,3268.0
8,11:30:00,608,655,206,-8.2,37.9,13.0,24.8,1.6,123,997.4,6.4,3612.0,4012.0
8,12:30:00,610,667,202,9.3,37.8,14.1,23.1,1.6,123,996.9,7.2,3984.0,4328.0
8,13:30:00,538,616,195,25.7,33.9,14.6,21.5,1.7,122,996.4,7.4,3924.0,4300.0
8,14:30:00,399,444,196,39.5,26.8,14.8,19.9,2.0,117,996.0,7.2,3544.0,3924.0
8,15:30:00,172,118,136,50.7,17.6,14.3,19.5,2.0,117,995.7,6.7,2896.0,3176.0
8,16:30:00,73,118,55,59.7,7.0,13.0,21.0,1.9,100,995.6,5.7,1860.0,2080.0
8,17:30:00,3,3,3,67.2,-4.2,11.9,22.6,1.5,49,995.6,5.0,436.0,488.0
8,18:30:00,0,0,0,73.7,-17.3,11.6,24.2,1.5,49,995.7,5.0,0.0,0.0
8,19:30:00,0,0,0,79.8,-30.0,11.4,25.8,1.5,126,995.7,5.1,0.0,0.0
8,20:30:00,0,0,0,86.0,-43.0,11.3,27.5,1.5,358,995.7,5.3,0.0,0.0
8,21:30:00,0,0,0,93.3,-56.0,11.3,28.9,1.5,358,995.7,5.5,0.0,0.0
8,22:30:00,0,0,0,105.3,-68.9,11.3,30.0,1.5,355,995.6,5.6,0.0,0.0
8,23:30:00,0,0,0,131.6,-79.9,11.2,31.1,1.7,346,995.5,5.7,0.0,0.0
9,00:30:00,0,0,0,-103.7,-79.4,11.2,32.2,1.7,346,995.4,5.9,0.0,0.0
9,01:30:00,0,0,0,-104.3,-68.2,11.2,33.2,1.6,263,995.4,6.0,0.0,0.0
9,02:30:00,0,0,0,-92.9,-55.3,10.9,34.3,1.0,16,995.3,5.9,0.0,0.0
9,03:30:00,0,0,0,-85.8,-42.2,10.6,34.8,1.0,16,995.4,5.7,0.0,0.0
9,04:30:00,0,0,0,-79.6,-29.3,10.6,34.7,1.3,26,995.6,5.7,0.0,0.0
9,05:30:00,0,0,0,-73.5,-16.6,10.7,34.6,1.9,56,995.9,5.7,0.0,0.0
9,06:30:00,0,0,0,-66.9,-3.9,10.6,34.5,1.9,56,996.1,5.6,0.0,0.0
9,07:30:00,46,5,45,-59.4,7.6,10.7,34.3,2.4,49,996.3,5.7,4.0,8.0
9,08:30:00,156,47,141,-50.3,18.2,11.6,34.1,3.8,30,996.5,6.6,644.0,680.0
9,09:30:00,329,212,231,-38.9,27.4,13.1,34.0,3.8,30,996.5,7.9,1984.0,2220.0
9,10:30:00,464,336,276,-24.9,34.3,14.4,33.9,3.6,25,996.0,9.2,2964.0,3260.0
9,11:30:00,449,205,326,-8.4,38.0,15.2,33.9,3.0,10,995.5,9.9,3564.0,3904.0
9,12:30:00,258,69,217,9.2,37.9,15.0,33.9,3.0,10,995.0,9.7,3856.0,4164.0
9,13:30:00,57,0,57,25.6,34.0,14.4,33.9,3.4,97,994.4,9.2,3828.0,4172.0
9,14:30:00,65,0,65,39.5,27.0,14.3,34.0,4.6,357,993.9,9.1,3500.0,3816.0
9,15:30:00,33,0,33,50.7,17.7,14.3,35.5,4.6,357,993.6,9.3,2808.0,3120.0
9,16:30:00,11,0,11,59.8,7.1,13.9,39.3,3.9,273,993.5,9.3,1856.0,2056.0
9,17:30:00,0,0,0,67.3,-4.1,13.1,43.1,1.8,20,993.4,9.0,532.0,572.0
9,18:30:00,0,0,0,73.8,-17.1,12.6,46.9,1.8,20,993.4,8.9,0.0,4.0
9,19:30:00,0,0,0,79.9,-29.9,12.3,50.8,2.0,22,993.3,9.0,0.0,0.0
9,20:30:00,0,0,0,86.1,-42.8,11.8,54.6,2.8,28,993.2,8.8,0.0,0.0
9,21:30:00,0,0,0,93.5,-55.9,11.4,58.2,2.8,28,992.9,8.7,0.0,0.0
9,22:30:00,0,0,0,105.5,-68.8,11.1,61.3,2.7,29,992.4,8.7,0.0,0.0
9,23:30:00,0,0,0,131.6,-79.7,10.9,64.3,2.4,31,991.8,8.8,0.0,0.0
10,00:30:00,0,0,0,-104.5,-79.3,10.7,67.4,2.4,31,991.2,8.8,0.0,0.0
10,01:30:00,0,0,0,-104.8,-68.2,10.5,70.4,2.6,25,990.6,8.8,0.0,0.0
10,02:30:00,0,0,0,-93.2,-55.3,10.7,73.4,3.3,7,990.0,9.2,0.0,0.0
10,03:30:00,0,0,0,-86.0,-42.3,11.1,76.2,3.3,7,989.7,9.8,0.0,0.0
10,04:30:00,0,0,0,-79.8,-29.3,11.1,78.4,3.0,12,989.6,9.9,0.0,0.0
10,05:30:00,0,0,0,-73.7,-16.6,11.1,80.6,2.2,27,989.6,10.0,0.0,0.0
10,06:30:00,0,0,0,-67.1,-3.9,11.1,82.8,2.2,27,989.6,10.2,0.0,0.0
10,07:30:00,56,30,50,-59.5,7.6,11.3,85.0,2.4,42,989.6,10.5,8.0,12.0
10,08:30:00,180,88,154,-50.4,18.2,11.9,87.0,3.0,86,989.6,11.2,348.0,428.0
10,09:30:00,210,22,202,-39.1,27.4,12.6,87.1,3.0,86,989.6,11.9,1480.0,1680.0
10,10:30:00,167,6,165,-25.1,34.4,12.8,84.1,3.4,100,989.6,11.9,1668.0,1836.0
10,11:30:00,79,1,79,-8.5,38.2,12.9,81.0,4.6,143,989.6,11.8,2048.0,2284.0
10,12:30:00,210,22,198,9.1,38.1,12.5,77.8,4.6,143,989.6,11.2,3168.0,3496.0
10,13:30:00,58,0,59,25.6,34.2,11.9,74.6,5.1,142,989.6,10.4,3216.0,3544.0
10,14:30:00,73,3,73,39.5,27.2,11.3,71.4,6.8,137,989.6,9.7,3100.0,3392.0
10,15:30:00,152,60,133,50.8,17.9,11.3,68.7,6.8,137,989.7,9.5,2676.0,2952.0
10,16:30:00,45,13,43,59.8,7.3,11.1,67.1,6.1,143,990.1,9.1,1540.0,1740.0
10,17:30:00,1,0,1,67.3,-3.9,10.1,65.4,4.0,161,990.5,8.1,136.0,176.0
10,18:30:00,0,0,0,73.9,-17.0,9.9,63.9,4.0,161,990.9,7.7,0.0,0.0
10,19:30:00,0,0,0,80.0,-29.7,10.4,62.4,4.3,167,991.3,8.1,0.0,0.0
10,20:30:00,0,0,0,86.3,-42.7,10.2,60.9,5.3,184,991.7,7.8,0.0,0.0
10,21:30:00,0,0,0,93.7,-55.8,9.3,60.2,5.3,184,992.0,6.9,0.0,0.0
10,22:30:00,0,0,0,105.8,-68.6,8.9,60.7,5.4,184,992.0,6.5,0.0,0.0
10,23:30:00,0,0,0,131.5,-79.6,8.5,61.3,5.6,183,992.1,6.2,0.0,0.0
11,00:30:00,0,0,0,-105.3,-79.3,8.1,61.8,5.6,183,992.1,5.8,0.0,0.0
11,01:30:00,0,0,0,-105.2,-68.2,7.8,62.3,5.6,182,992.1,5.5,0.0,0.0
11,02:30:00,0,0,0,-93.6,-55.3,7.3,62.8,5.6,177,992.1,5.0,0.0,0.0
11,03:30:00,0,0,0,-86.3,-42.3,6.6,62.3,5.6,177,992.2,4.4,0.0,0.0
11,04:30:00,0,0,0,-80.0,-29.3,6.1,60.3,5.4,180,992.4,3.7,0.0,0.0
11,05:30:00,0,0,0,-73.9,-16.6,5.7,58.2,4.8,188,992.7,3.2,0.0,0.0
11,06:30:00,1,3,1,-67.3,-3.9,5.3,56.0,4.8,188,992.9,2.6,0.0,0.0
11,07:30:00,92,209,57,-59.7,7.6,5.4,53.8,4.7,186,993.1,2.5,0.0,0.0
11,08:30:00,273,474,121,-50.6,18.3,7.0,51.4,4.1,180,993.2,3.9,76.0,112.0
11,09:30:00,442,605,163,-39.3,27.5,9.2,48.5,4.1,180,993.2,5.7,412.0,480.0
11,10:30:00,569,681,184,-25.3,34.5,11.2,44.6,4.3,178,992.7,7.3,1236.0,1364.0
11,11:30:00,637,717,193,-8.7,38.3,13.3,40.6,4.8,171,992.2,8.9,1724.0,1940.0
11,12:30:00,636,716,193,9.0,38.3,14.5,36.7,4.8,171,991.8,9.6,1244.0,1396.0
11,13:30:00,567,680,184,25.6,34.4,15.1,32.9,5.3,173,991.3,9.7,3356.0,3680.0
11,14:30:00,438,602,161,39.6,27.3,15.2,29.3,6.9,177,990.8,9.2,3532.0,3864.0
11,15:30:00,268,468,120,50.8,18.1,14.7,28.1,6.9,177,990.7,8.6,2900.0,3148.0
